delay_structure,spatial_structure,attenuation,gamma,seed,max_order,numerical_rank,operational_rank,new_algebraic_modes,new_operational_modes,sigma_min_positive,kappa_positive
cell_dependent,identical,exponential,0.3,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,identical,exponential,0.3,9000,1,22,4,0,2,0.00048205887209574203,2688.00080835082
cell_dependent,identical,exponential,0.3,9000,2,22,5,0,1,0.003640988574577675,387.8834198541321
cell_dependent,identical,exponential,0.3,9000,3,22,6,0,1,0.006884881242096766,213.26412556695868
cell_dependent,identical,exponential,0.3,9000,4,22,6,0,0,0.018039368561454185,82.57910379809474
cell_dependent,identical,exponential,0.3,9000,5,22,6,0,0,0.02194357378228257,68.17591489015486
cell_dependent,identical,exponential,0.6,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,identical,exponential,0.6,9000,1,22,4,0,2,0.00038934992594885843,3052.677918074855
cell_dependent,identical,exponential,0.6,9000,2,22,4,0,0,0.0027462469941223933,446.8969179231154
cell_dependent,identical,exponential,0.6,9000,3,22,4,0,0,0.004549630809289963,271.8877233419658
cell_dependent,identical,exponential,0.6,9000,4,22,4,0,0,0.007934682836502038,156.10743149171014
cell_dependent,identical,exponential,0.6,9000,5,22,4,0,0,0.00833180276525346,148.69226012417337
cell_dependent,identical,exponential,0.9,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,identical,exponential,0.9,9000,1,22,3,0,1,0.00031761158384749073,3544.6013165441923
cell_dependent,identical,exponential,0.9,9000,2,22,4,0,1,0.0020882602974625197,544.9814183748396
cell_dependent,identical,exponential,0.9,9000,3,22,4,0,0,0.003041926447118598,374.63709045980465
cell_dependent,identical,exponential,0.9,9000,4,22,4,0,0,0.003993326877876991,285.4110217766871
cell_dependent,identical,exponential,0.9,9000,5,22,4,0,0,0.004012224665679882,284.06846504176127
cell_dependent,rotation,equalized,0.0,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation,equalized,0.0,9000,1,24,5,2,3,0.0003851625545499635,3772.0463209474196
cell_dependent,rotation,equalized,0.0,9000,2,24,6,0,1,0.0023927818780171578,729.085290175453
cell_dependent,rotation,equalized,0.0,9000,3,24,8,0,2,0.01048642695860923,185.12948497486573
cell_dependent,rotation,equalized,0.0,9000,4,24,10,0,2,0.06472061913005697,31.3486899760486
cell_dependent,rotation,equalized,0.0,9000,5,24,12,0,2,0.07502896184202097,28.6821946722227
cell_dependent,rotation,exponential,0.3,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation,exponential,0.3,9000,1,24,4,2,2,0.0003625603078431113,3530.4863938405147
cell_dependent,rotation,exponential,0.3,9000,2,24,5,0,1,0.0020161153078734092,682.81680548574
cell_dependent,rotation,exponential,0.3,9000,3,24,5,0,0,0.007076971039218287,198.84468827987752
cell_dependent,rotation,exponential,0.3,9000,4,24,5,0,0,0.027165852184625184,51.999974474157966
cell_dependent,rotation,exponential,0.3,9000,5,24,5,0,0,0.031264082737969864,45.30870607813751
cell_dependent,rotation,exponential,0.6,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation,exponential,0.6,9000,1,24,4,2,2,0.00034208973103375795,3441.565873117155
cell_dependent,rotation,exponential,0.6,9000,2,24,4,0,0,0.0017416325605769097,692.9999198080524
cell_dependent,rotation,exponential,0.6,9000,3,24,4,0,0,0.0045755274513930005,264.64446249446024
cell_dependent,rotation,exponential,0.6,9000,4,24,4,0,0,0.011433913700129538,105.93033394011964
cell_dependent,rotation,exponential,0.6,9000,5,24,4,0,0,0.013008848733451416,93.11548975660784
cell_dependent,rotation,exponential,0.9,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation,exponential,0.9,9000,1,24,2,2,0,0.0003227054738206589,3466.1765560998256
cell_dependent,rotation,exponential,0.9,9000,2,24,2,0,0,0.001536698387138044,733.6374717017405
cell_dependent,rotation,exponential,0.9,9000,3,24,2,0,0,0.002949537755859884,382.3989586866143
cell_dependent,rotation,exponential,0.9,9000,4,24,2,0,0,0.0051601719879544134,218.58219823641514
cell_dependent,rotation,exponential,0.9,9000,5,24,2,0,0,0.005613096039879551,200.94548762357888
cell_dependent,rotation_shear,equalized,0.0,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation_shear,equalized,0.0,9000,1,24,6,2,4,0.0003778030457140911,4197.586292380359
cell_dependent,rotation_shear,equalized,0.0,9000,2,24,7,0,1,0.003232298653724682,643.6380511102598
cell_dependent,rotation_shear,equalized,0.0,9000,3,24,10,0,3,0.013684737963007287,183.36046475317303
cell_dependent,rotation_shear,equalized,0.0,9000,4,24,12,0,2,0.062076992556622426,44.799003154240026
cell_dependent,rotation_shear,equalized,0.0,9000,5,24,14,0,2,0.10026259153390016,32.14402708573669
cell_dependent,rotation_shear,exponential,0.3,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation_shear,exponential,0.3,9000,1,24,5,2,3,0.0003331396339859516,4094.822595654586
cell_dependent,rotation_shear,exponential,0.3,9000,2,24,6,0,1,0.0025322375734656483,608.762756548124
cell_dependent,rotation_shear,exponential,0.3,9000,3,24,6,0,0,0.009116146899602695,178.09968559735762
cell_dependent,rotation_shear,exponential,0.3,9000,4,24,6,0,0,0.02633760506037028,62.47889704259175
cell_dependent,rotation_shear,exponential,0.3,9000,5,24,6,0,0,0.033794176774030585,49.15455124779713
cell_dependent,rotation_shear,exponential,0.6,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation_shear,exponential,0.6,9000,1,24,4,2,2,0.0003035080940667281,4045.4103642071022
cell_dependent,rotation_shear,exponential,0.6,9000,2,24,4,0,0,0.002031262028628478,632.8264309759596
cell_dependent,rotation_shear,exponential,0.6,9000,3,24,5,0,1,0.005829674199609476,222.59011856135757
cell_dependent,rotation_shear,exponential,0.6,9000,4,24,5,0,0,0.01161930765044587,111.80154834821519
cell_dependent,rotation_shear,exponential,0.6,9000,5,24,5,0,0,0.012855256185756215,101.09420665633392
cell_dependent,rotation_shear,exponential,0.9,9000,0,22,2,22,2,2.520861126977705e-08,41461424.3373979
cell_dependent,rotation_shear,exponential,0.9,9000,1,24,3,2,1,0.00028384837499089935,4043.243789115464
cell_dependent,rotation_shear,exponential,0.9,9000,2,24,4,0,1,0.001699065687858678,685.8573549766498
cell_dependent,rotation_shear,exponential,0.9,9000,3,24,4,0,0,0.003618998342994551,322.45562426181385
cell_dependent,rotation_shear,exponential,0.9,9000,4,24,4,0,0,0.0056475721137620545,206.64671525161202
cell_dependent,rotation_shear,exponential,0.9,9000,5,24,4,0,0,0.0058447456221084075,199.67840705557376
cell_dependent,independent,equalized,0.0,9000,0,22,0,22,0,8.152897179820895e-09,107204957.16093841
cell_dependent,independent,equalized,0.0,9000,1,24,4,2,4,0.0007589028246917071,1606.1342210204728
cell_dependent,independent,equalized,0.0,9000,2,24,5,0,1,0.003303686033655993,400.2079388378661
cell_dependent,independent,equalized,0.0,9000,3,24,6,0,1,0.007214009153107615,206.29347197165902
cell_dependent,independent,equalized,0.0,9000,4,24,7,0,1,0.039055474423923923,43.2668359626838
cell_dependent,independent,equalized,0.0,9000,5,24,9,0,2,0.13501594184178597,12.549558188231794
cell_dependent,independent,exponential,0.3,9000,0,22,0,22,0,8.152897179820895e-09,107204957.16093841
cell_dependent,independent,exponential,0.3,9000,1,24,2,2,2,0.00074409873523868,1439.2719356398568
cell_dependent,independent,exponential,0.3,9000,2,24,2,0,0,0.0024497752434637214,445.39856162497586
cell_dependent,independent,exponential,0.3,9000,3,24,2,0,0,0.004405642117743078,253.25231797944446
cell_dependent,independent,exponential,0.3,9000,4,24,2,0,0,0.014137330588436112,80.83436745184908
cell_dependent,independent,exponential,0.3,9000,5,24,2,0,0,0.0577644152265456,19.79320789329919
cell_dependent,independent,exponential,0.6,9000,0,22,0,22,0,8.152897179820895e-09,107204957.16093841
cell_dependent,independent,exponential,0.6,9000,1,24,0,2,0,0.0007231017140561243,1360.9266355713273
cell_dependent,independent,exponential,0.6,9000,2,24,0,0,0,0.0018089943535952308,547.560149569468
cell_dependent,independent,exponential,0.6,9000,3,24,0,0,0,0.0027567627750386785,360.62117829597446
cell_dependent,independent,exponential,0.6,9000,4,24,0,0,0,0.00575891043459408,172.90429173393701
cell_dependent,independent,exponential,0.6,9000,5,24,0,0,0,0.021697313385894975,45.893270266009175
cell_dependent,independent,exponential,0.9,9000,0,22,0,22,0,8.152897179820895e-09,107204957.16093841
cell_dependent,independent,exponential,0.9,9000,1,24,0,2,0,0.0006863605685168635,1362.0573571656548
cell_dependent,independent,exponential,0.9,9000,2,24,0,0,0,0.0013273323322641635,705.9596794511215
cell_dependent,independent,exponential,0.9,9000,3,24,0,0,0,0.0017300194485864399,541.9412117453072
cell_dependent,independent,exponential,0.9,9000,4,24,0,0,0,0.002969499219871989,315.7593491944856
cell_dependent,independent,exponential,0.9,9000,5,24,0,0,0,0.005607539087528063,167.2119531993687
